ind_num,ID,year_collected,continent,mainland_island,galapagos_other,island_group,galapagos_island,finch_beak,leaf_num,leaflet_length,number_of_leaflets,country,province_state,location,latitude,longitude,scale,herbarium,date,collector,collection.no,coordinate.notes,measurer_note,leaflet_length_log,leaflet_length_sqr
887,CDRS_7634,1992,South America,island,Galapagos,Galapagos,Santa Cruz,1,10,8.9,14,Ecuador,Galapagos,Punta Bowdtich,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,2.186051277,2.983286778
888,CDRS_9051,1998,South America,island,Galapagos,Galapagos,Fernandina,1,1,5.24,14,Ecuador,Galapagos,Cabo Douglas,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,1.656321498,2.289104628
889,CDRS_9051,1998,South America,island,Galapagos,Galapagos,Fernandina,1,2,3.82,14,Ecuador,Galapagos,Cabo Douglas,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,1.340250423,1.954482029
890,CDRS_9051,1998,South America,island,Galapagos,Galapagos,Fernandina,1,3,7.05,14,Ecuador,Galapagos,Cabo Douglas,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,1.953027617,2.655183609
891,CDRS_9051,1998,South America,island,Galapagos,Galapagos,Fernandina,1,4,6.3,14,Ecuador,Galapagos,Cabo Douglas,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,1.840549633,2.50998008
892,CDRS_9051,1998,South America,island,Galapagos,Galapagos,Fernandina,1,5,8.04,14,Ecuador,Galapagos,Cabo Douglas,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,2.084429083,2.835489376
893,CDRS_9051,1998,South America,island,Galapagos,Galapagos,Fernandina,1,6,8.81,14,Ecuador,Galapagos,Cabo Douglas,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,2.17588744,2.968164416
894,CDRS_9051,1998,South America,island,Galapagos,Galapagos,Fernandina,1,7,6.42,14,Ecuador,Galapagos,Cabo Douglas,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,1.859418118,2.533771892
895,CDRS_9051,1998,South America,island,Galapagos,Galapagos,Fernandina,1,8,10.21,14,Ecuador,Galapagos,Cabo Douglas,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,2.323367632,3.195309062
896,CDRS_9051,1998,South America,island,Galapagos,Galapagos,Fernandina,1,9,9.66,14,Ecuador,Galapagos,Cabo Douglas,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,2.267993648,3.108054054
897,CDRS_9051,1998,South America,island,Galapagos,Galapagos,Fernandina,1,10,9.72,14,Ecuador,Galapagos,Cabo Douglas,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,2.274185618,3.117691454
898,CDRS_9431,1999,South America,island,Galapagos,Galapagos,Espanola,0,1,5.72,14,Ecuador,Galapagos,Punta Cevallos,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,1.743968805,2.391652149
899,CDRS_9431,1999,South America,island,Galapagos,Galapagos,Espanola,0,2,6.45,14,Ecuador,Galapagos,Punta Cevallos,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,1.864080131,2.53968502
900,CDRS_9431,1999,South America,island,Galapagos,Galapagos,Espanola,0,3,6.72,14,Ecuador,Galapagos,Punta Cevallos,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,1.905088155,2.592296279
901,CDRS_9431,1999,South America,island,Galapagos,Galapagos,Espanola,0,4,8.4,14,Ecuador,Galapagos,Punta Cevallos,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,2.128231706,2.898275349
902,CDRS_9431,1999,South America,island,Galapagos,Galapagos,Espanola,0,5,5.65,14,Ecuador,Galapagos,Punta Cevallos,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,1.731655545,2.376972865
903,CDRS_9431,1999,South America,island,Galapagos,Galapagos,Espanola,0,6,8.09,14,Ecuador,Galapagos,Punta Cevallos,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,2.090628731,2.844292531
904,CDRS_9431,1999,South America,island,Galapagos,Galapagos,Espanola,0,7,9.6,14,Ecuador,Galapagos,Punta Cevallos,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,2.261763098,3.098386677
905,CDRS_9431,1999,South America,island,Galapagos,Galapagos,Espanola,0,8,7.19,14,Ecuador,Galapagos,Punta Cevallos,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,1.972691172,2.681417536
906,CDRS_9431,1999,South America,island,Galapagos,Galapagos,Espanola,0,9,6.35,14,Ecuador,Galapagos,Punta Cevallos,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,1.848454813,2.519920634
907,CDRS_9431,1999,South America,island,Galapagos,Galapagos,Espanola,0,10,4.87,14,Ecuador,Galapagos,Punta Cevallos,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,1.583093937,2.206807649
908,CDRS_9780,1999,South America,island,Galapagos,Galapagos,Daphne Mayor,1,1,5.97,18,Ecuador,Galapagos,Crater,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,1.786746927,2.443358345
909,CDRS_9780,1999,South America,island,Galapagos,Galapagos,Daphne Mayor,1,2,7.66,18,Ecuador,Galapagos,Crater,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,2.036011984,2.767670501
910,CDRS_9780,1999,South America,island,Galapagos,Galapagos,Daphne Mayor,1,3,9.15,18,Ecuador,Galapagos,Crater,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,2.213753879,3.024896692
911,CDRS_9780,1999,South America,island,Galapagos,Galapagos,Daphne Mayor,1,4,7.51,18,Ecuador,Galapagos,Crater,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,2.016235466,2.740437921
912,CDRS_9780,1999,South America,island,Galapagos,Galapagos,Daphne Mayor,1,5,5.27,18,Ecuador,Galapagos,Crater,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,1.662030363,2.295648057
913,CDRS_9780,1999,South America,island,Galapagos,Galapagos,Daphne Mayor,1,6,5.97,18,Ecuador,Galapagos,Crater,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,1.786746927,2.443358345
914,CDRS_9780,1999,South America,island,Galapagos,Galapagos,Daphne Mayor,1,7,4.94,18,Ecuador,Galapagos,Crater,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,1.597365331,2.222611077
915,CDRS_9780,1999,South America,island,Galapagos,Galapagos,Daphne Mayor,1,8,4.82,18,Ecuador,Galapagos,Crater,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,1.572773928,2.19544984
916,CDRS_9780,1999,South America,island,Galapagos,Galapagos,Daphne Mayor,1,9,5.51,18,Ecuador,Galapagos,Crater,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,1.706564623,2.347338919
917,CDRS_9780,1999,South America,island,Galapagos,Galapagos,Daphne Mayor,1,10,5.72,18,Ecuador,Galapagos,Crater,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,1.743968805,2.391652149
918,CDRS_9850,1999,South America,island,Galapagos,Galapagos,Guy Fawkes Oeste,1,1,5.98,14,Ecuador,Galapagos,NA,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,1.788420568,2.445403852
919,CDRS_9850,1999,South America,island,Galapagos,Galapagos,Guy Fawkes Oeste,1,2,7.14,14,Ecuador,Galapagos,NA,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,1.965712776,2.672077843
920,CDRS_9850,1999,South America,island,Galapagos,Galapagos,Guy Fawkes Oeste,1,3,6.85,14,Ecuador,Galapagos,NA,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,1.924248652,2.617250466
921,CDRS_9850,1999,South America,island,Galapagos,Galapagos,Guy Fawkes Oeste,1,4,8.55,14,Ecuador,Galapagos,NA,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,2.145931283,2.924038303
922,CDRS_9850,1999,South America,island,Galapagos,Galapagos,Guy Fawkes Oeste,1,5,6.53,14,Ecuador,Galapagos,NA,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,1.876406943,2.555386468
923,CDRS_9850,1999,South America,island,Galapagos,Galapagos,Guy Fawkes Oeste,1,6,4.75,14,Ecuador,Galapagos,NA,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,1.558144618,2.179449472
924,CDRS_9850,1999,South America,island,Galapagos,Galapagos,Guy Fawkes Oeste,1,7,5.72,14,Ecuador,Galapagos,NA,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,1.743968805,2.391652149
925,CDRS_9850,1999,South America,island,Galapagos,Galapagos,Guy Fawkes Oeste,1,8,6.85,14,Ecuador,Galapagos,NA,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,1.924248652,2.617250466
926,CDRS_9850,1999,South America,island,Galapagos,Galapagos,Guy Fawkes Oeste,1,9,5.83,14,Ecuador,Galapagos,NA,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,1.763017,2.414539294
927,CDRS_9850,1999,South America,island,Galapagos,Galapagos,Guy Fawkes Oeste,1,10,7.81,14,Ecuador,Galapagos,NA,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,2.055404964,2.794637722
928,CDRS_9961,1999,South America,island,Galapagos,Galapagos,Plaza Norte,1,1,5.42,14,Ecuador,Galapagos,NA,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,1.690095815,2.328089345
929,CDRS_9961,1999,South America,island,Galapagos,Galapagos,Plaza Norte,1,2,4.39,14,Ecuador,Galapagos,NA,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,1.479329227,2.095232684
930,CDRS_9961,1999,South America,island,Galapagos,Galapagos,Plaza Norte,1,3,11.01,14,Ecuador,Galapagos,NA,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,2.398803951,3.318132005
931,CDRS_9961,1999,South America,island,Galapagos,Galapagos,Plaza Norte,1,4,6.71,14,Ecuador,Galapagos,NA,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,1.903598951,2.590366769
932,CDRS_9961,1999,South America,island,Galapagos,Galapagos,Plaza Norte,1,5,7.94,14,Ecuador,Galapagos,NA,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,2.071913275,2.817800561
933,CDRS_9961,1999,South America,island,Galapagos,Galapagos,Plaza Norte,1,6,11.14,14,Ecuador,Galapagos,NA,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,2.410542234,3.337663854
934,CDRS_9961,1999,South America,island,Galapagos,Galapagos,Plaza Norte,1,7,8.93,14,Ecuador,Galapagos,NA,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,2.189416395,2.988310559
935,CDRS_9961,1999,South America,island,Galapagos,Galapagos,Plaza Norte,1,8,9.65,14,Ecuador,Galapagos,NA,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,2.266957915,3.106444913
936,CDRS_9961,1999,South America,island,Galapagos,Galapagos,Plaza Norte,1,9,7.73,14,Ecuador,Galapagos,NA,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,2.045108863,2.780287755
937,CDRS_9961,1999,South America,island,Galapagos,Galapagos,Plaza Norte,1,10,8.45,14,Ecuador,Galapagos,NA,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,2.134166441,2.906888371
938,CDRS_9974,1999,South America,island,Galapagos,Galapagos,Plaza Sur,1,1,4.14,14,Ecuador,Galapagos,NA,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,1.420695788,2.034698995
939,CDRS_9974,1999,South America,island,Galapagos,Galapagos,Plaza Sur,1,2,5.08,14,Ecuador,Galapagos,NA,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,1.625311262,2.253885534
940,CDRS_9974,1999,South America,island,Galapagos,Galapagos,Plaza Sur,1,3,3.66,14,Ecuador,Galapagos,NA,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,1.297463147,1.913112647
941,CDRS_9974,1999,South America,island,Galapagos,Galapagos,Plaza Sur,1,4,6.23,14,Ecuador,Galapagos,NA,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,1.829376333,2.495996795
942,CDRS_9974,1999,South America,island,Galapagos,Galapagos,Plaza Sur,1,5,5.99,14,Ecuador,Galapagos,NA,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,1.790091412,2.44744765
943,CDRS_9974,1999,South America,island,Galapagos,Galapagos,Plaza Sur,1,6,4.26,14,Ecuador,Galapagos,NA,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,1.44926916,2.063976744
944,CDRS_9974,1999,South America,island,Galapagos,Galapagos,Plaza Sur,1,7,5.35,14,Ecuador,Galapagos,NA,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,1.677096561,2.313006701
945,CDRS_9974,1999,South America,island,Galapagos,Galapagos,Plaza Sur,1,8,3.5,14,Ecuador,Galapagos,NA,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,1.252762968,1.870828693
946,CDRS_9974,1999,South America,island,Galapagos,Galapagos,Plaza Sur,1,9,3.84,14,Ecuador,Galapagos,NA,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,1.345472367,1.959591794
947,CDRS_9974,1999,South America,island,Galapagos,Galapagos,Plaza Sur,1,10,4.82,14,Ecuador,Galapagos,NA,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,1.572773928,2.19544984
948,CDRS_12628,2001,South America,island,Galapagos,Galapagos,Santiago,1,1,7.2,14,Ecuador,Galapagos,Bainbridge,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,1.974081026,2.683281573
949,CDRS_12628,2001,South America,island,Galapagos,Galapagos,Santiago,1,2,5.22,14,Ecuador,Galapagos,Bainbridge,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,1.652497402,2.284731932
950,CDRS_12628,2001,South America,island,Galapagos,Galapagos,Santiago,1,3,7.46,14,Ecuador,Galapagos,Bainbridge,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,2.009555414,2.731300057
951,CDRS_12628,2001,South America,island,Galapagos,Galapagos,Santiago,1,4,6,14,Ecuador,Galapagos,Bainbridge,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,1.791759469,2.449489743
952,CDRS_12628,2001,South America,island,Galapagos,Galapagos,Santiago,1,5,6.44,14,Ecuador,Galapagos,Bainbridge,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,1.86252854,2.537715508
953,CDRS_12628,2001,South America,island,Galapagos,Galapagos,Santiago,1,6,7.55,14,Ecuador,Galapagos,Bainbridge,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,2.021547563,2.747726333
954,CDRS_12628,2001,South America,island,Galapagos,Galapagos,Santiago,1,7,7.34,14,Ecuador,Galapagos,Bainbridge,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,1.993338843,2.709243437
955,CDRS_12628,2001,South America,island,Galapagos,Galapagos,Santiago,1,8,9.95,14,Ecuador,Galapagos,Bainbridge,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,2.297572551,3.154362059
956,CDRS_12628,2001,South America,island,Galapagos,Galapagos,Santiago,1,9,9.22,14,Ecuador,Galapagos,Bainbridge,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,2.221375038,3.03644529
957,CDRS_12628,2001,South America,island,Galapagos,Galapagos,Santiago,1,10,7.7,14,Ecuador,Galapagos,Bainbridge,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,2.041220329,2.774887385
958,CDRS_13743,2002,South America,island,Galapagos,Galapagos,Santa Cruz,1,1,4.19,14,Ecuador,Galapagos,Puerto Ayora,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,1.432700734,2.046948949
959,CDRS_13743,2002,South America,island,Galapagos,Galapagos,Santa Cruz,1,2,6.49,14,Ecuador,Galapagos,Puerto Ayora,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,1.870262531,2.547547841
960,CDRS_13743,2002,South America,island,Galapagos,Galapagos,Santa Cruz,1,3,10.15,14,Ecuador,Galapagos,Puerto Ayora,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,2.317473705,3.185906464
961,CDRS_13743,2002,South America,island,Galapagos,Galapagos,Santa Cruz,1,4,6.55,14,Ecuador,Galapagos,Puerto Ayora,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,1.87946505,2.559296778
962,CDRS_13743,2002,South America,island,Galapagos,Galapagos,Santa Cruz,1,5,8.47,14,Ecuador,Galapagos,Puerto Ayora,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,2.136530509,2.910326442
963,CDRS_13743,2002,South America,island,Galapagos,Galapagos,Santa Cruz,1,6,8.1,14,Ecuador,Galapagos,Puerto Ayora,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,2.091864062,2.846049894
964,CDRS_13743,2002,South America,island,Galapagos,Galapagos,Santa Cruz,1,7,6.15,14,Ecuador,Galapagos,Puerto Ayora,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,1.816452082,2.479919354
965,CDRS_13743,2002,South America,island,Galapagos,Galapagos,Santa Cruz,1,8,5.05,14,Ecuador,Galapagos,Puerto Ayora,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,1.619388243,2.247220505
966,CDRS_13743,2002,South America,island,Galapagos,Galapagos,Santa Cruz,1,9,6.89,14,Ecuador,Galapagos,Puerto Ayora,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,1.930071085,2.62488095
967,CDRS_13743,2002,South America,island,Galapagos,Galapagos,Santa Cruz,1,10,3.83,14,Ecuador,Galapagos,Puerto Ayora,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,1.342864803,1.957038579
968,CDRS_13775,1998,South America,island,Galapagos,Galapagos,San Cristobal,0,1,5.53,14,Ecuador,Galapagos,Cerro Punta Pitt,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,1.710187816,2.351595203
969,CDRS_13775,1998,South America,island,Galapagos,Galapagos,San Cristobal,0,2,5.44,14,Ecuador,Galapagos,Cerro Punta Pitt,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,1.693779061,2.332380758
970,CDRS_13775,1998,South America,island,Galapagos,Galapagos,San Cristobal,0,3,5.43,14,Ecuador,Galapagos,Cerro Punta Pitt,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,1.691939134,2.33023604
971,CDRS_13775,1998,South America,island,Galapagos,Galapagos,San Cristobal,0,4,6.72,14,Ecuador,Galapagos,Cerro Punta Pitt,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,1.905088155,2.592296279
972,CDRS_13775,1998,South America,island,Galapagos,Galapagos,San Cristobal,0,5,4.69,14,Ecuador,Galapagos,Cerro Punta Pitt,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,1.545432582,2.165640783
973,CDRS_13775,1998,South America,island,Galapagos,Galapagos,San Cristobal,0,6,3.77,14,Ecuador,Galapagos,Cerro Punta Pitt,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,1.327075001,1.941648784
974,CDRS_13775,1998,South America,island,Galapagos,Galapagos,San Cristobal,0,7,7.12,14,Ecuador,Galapagos,Cerro Punta Pitt,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,1.962907725,2.668332813
975,CDRS_13775,1998,South America,island,Galapagos,Galapagos,San Cristobal,0,8,4.74,14,Ecuador,Galapagos,Cerro Punta Pitt,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,1.556037136,2.177154106
976,CDRS_13775,1998,South America,island,Galapagos,Galapagos,San Cristobal,0,9,6.16,14,Ecuador,Galapagos,Cerro Punta Pitt,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,1.818076778,2.481934729
977,CDRS_13775,1998,South America,island,Galapagos,Galapagos,San Cristobal,0,10,3.73,14,Ecuador,Galapagos,Cerro Punta Pitt,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,1.316408234,1.931320792
978,CDRS_16045,2001,South America,island,Galapagos,Galapagos,Santa Cruz,1,1,9.05,12,Ecuador,Galapagos,Botadero,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,2.202764758,3.008321791
979,CDRS_16045,2001,South America,island,Galapagos,Galapagos,Santa Cruz,1,2,8.53,12,Ecuador,Galapagos,Botadero,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,2.143589362,2.920616373
980,CDRS_16045,2001,South America,island,Galapagos,Galapagos,Santa Cruz,1,3,6.71,12,Ecuador,Galapagos,Botadero,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,1.903598951,2.590366769
981,CDRS_16045,2001,South America,island,Galapagos,Galapagos,Santa Cruz,1,4,6.27,12,Ecuador,Galapagos,Botadero,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,1.835776355,2.503996805
982,CDRS_16045,2001,South America,island,Galapagos,Galapagos,Santa Cruz,1,5,6.39,12,Ecuador,Galapagos,Botadero,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,1.854734268,2.527844932
983,CDRS_16045,2001,South America,island,Galapagos,Galapagos,Santa Cruz,1,6,6.5,12,Ecuador,Galapagos,Botadero,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,1.871802177,2.549509757
984,CDRS_16045,2001,South America,island,Galapagos,Galapagos,Santa Cruz,1,7,6.26,12,Ecuador,Galapagos,Botadero,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,1.834180185,2.501999201
985,CDRS_16045,2001,South America,island,Galapagos,Galapagos,Santa Cruz,1,8,3.48,12,Ecuador,Galapagos,Botadero,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,1.247032294,1.865475811
986,CDRS_16045,2001,South America,island,Galapagos,Galapagos,Santa Cruz,1,9,3.78,12,Ecuador,Galapagos,Botadero,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,1.32972401,1.94422221
987,CDRS_16045,2001,South America,island,Galapagos,Galapagos,Santa Cruz,1,10,5.6,12,Ecuador,Galapagos,Botadero,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,1.722766598,2.366431913
988,CDRS_16356,2004,South America,island,Galapagos,Galapagos,Isabela,1,1,4.76,16,Ecuador,Galapagos,Puerto Villamil,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,1.560247668,2.181742423
989,CDRS_16356,2004,South America,island,Galapagos,Galapagos,Isabela,1,2,4.29,16,Ecuador,Galapagos,Puerto Villamil,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,1.456286733,2.071231518
990,CDRS_16356,2004,South America,island,Galapagos,Galapagos,Isabela,1,3,3.91,16,Ecuador,Galapagos,Puerto Villamil,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,1.363537374,1.977371993
991,CDRS_16356,2004,South America,island,Galapagos,Galapagos,Isabela,1,4,4.81,16,Ecuador,Galapagos,Puerto Villamil,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,1.570697084,2.19317122
992,CDRS_16356,2004,South America,island,Galapagos,Galapagos,Isabela,1,5,3.56,16,Ecuador,Galapagos,Puerto Villamil,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,1.269760545,1.886796226
993,CDRS_16356,2004,South America,island,Galapagos,Galapagos,Isabela,1,6,7.51,16,Ecuador,Galapagos,Puerto Villamil,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,2.016235466,2.740437921
994,CDRS_16356,2004,South America,island,Galapagos,Galapagos,Isabela,1,7,5.68,16,Ecuador,Galapagos,Puerto Villamil,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,1.736951233,2.383275058
995,CDRS_16356,2004,South America,island,Galapagos,Galapagos,Isabela,1,8,4.39,16,Ecuador,Galapagos,Puerto Villamil,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,1.479329227,2.095232684
996,CDRS_16356,2004,South America,island,Galapagos,Galapagos,Isabela,1,9,7.07,16,Ecuador,Galapagos,Puerto Villamil,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,1.95586048,2.65894716
997,CDRS_16356,2004,South America,island,Galapagos,Galapagos,Isabela,1,10,5.9,16,Ecuador,Galapagos,Puerto Villamil,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,1.774952351,2.42899156
998,CDRS_16356,2004,South America,island,Galapagos,Galapagos,Isabela,1,11,6.76,16,Ecuador,Galapagos,Puerto Villamil,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,1.91102289,2.6
999,CDRS_16359,2004,South America,island,Galapagos,Galapagos,Isabela,1,1,7.01,16,Ecuador,Galapagos,Volcan Sierra Negra,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,1.947337701,2.647640459
1000,CDRS_16359,2004,South America,island,Galapagos,Galapagos,Isabela,1,2,6.08,16,Ecuador,Galapagos,Volcan Sierra Negra,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,1.805004696,2.465765601
1001,CDRS_16359,2004,South America,island,Galapagos,Galapagos,Isabela,1,3,7.98,16,Ecuador,Galapagos,Volcan Sierra Negra,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,2.076938411,2.824889378
1002,CDRS_16359,2004,South America,island,Galapagos,Galapagos,Isabela,1,4,7.68,16,Ecuador,Galapagos,Volcan Sierra Negra,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,2.038619547,2.771281292
1003,CDRS_16359,2004,South America,island,Galapagos,Galapagos,Isabela,1,5,6.14,16,Ecuador,Galapagos,Volcan Sierra Negra,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,1.814824742,2.477902339
1004,CDRS_16359,2004,South America,island,Galapagos,Galapagos,Isabela,1,6,7.82,16,Ecuador,Galapagos,Volcan Sierra Negra,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,2.056684555,2.796426291
1005,CDRS_16359,2004,South America,island,Galapagos,Galapagos,Isabela,1,7,5.79,16,Ecuador,Galapagos,Volcan Sierra Negra,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,1.756132292,2.406241883
1006,CDRS_16359,2004,South America,island,Galapagos,Galapagos,Isabela,1,8,7.33,16,Ecuador,Galapagos,Volcan Sierra Negra,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,1.991975516,2.707397274
1007,CDRS_16359,2004,South America,island,Galapagos,Galapagos,Isabela,1,9,7.65,16,Ecuador,Galapagos,Volcan Sierra Negra,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,2.034705648,2.765863337
1008,CDRS_16359,2004,South America,island,Galapagos,Galapagos,Isabela,1,10,7.53,16,Ecuador,Galapagos,Volcan Sierra Negra,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,2.018895042,2.744084547
1009,CDRS_34160,2006,South America,island,Galapagos,Galapagos,San Cristobal,0,1,7.99,14,Ecuador,Galapagos,Puerto Baquerizo Moreno,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,2.07819076,2.826658805
1010,CDRS_34160,2006,South America,island,Galapagos,Galapagos,San Cristobal,0,2,6.43,14,Ecuador,Galapagos,Puerto Baquerizo Moreno,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,1.860974538,2.535744467
1011,CDRS_34160,2006,South America,island,Galapagos,Galapagos,San Cristobal,0,3,8.6,14,Ecuador,Galapagos,Puerto Baquerizo Moreno,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,2.151762203,2.93257566
1012,CDRS_34160,2006,South America,island,Galapagos,Galapagos,San Cristobal,0,4,3.55,14,Ecuador,Galapagos,Puerto Baquerizo Moreno,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,1.266947603,1.884144368
1013,CDRS_34160,2006,South America,island,Galapagos,Galapagos,San Cristobal,0,5,5.47,14,Ecuador,Galapagos,Puerto Baquerizo Moreno,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,1.699278616,2.338803113
1014,CDRS_34160,2006,South America,island,Galapagos,Galapagos,San Cristobal,0,6,5.52,14,Ecuador,Galapagos,Puerto Baquerizo Moreno,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,1.70837786,2.349468025
